Store No  |Bin No|Item No   |Item Desc                                         |UOM   |Item Cat      |Item Cat Desc                                     |Item Sub Cat                                                                        |Item Sub Cat Desc                                 |On Hand Qty      |Unit Price      |On Hand Value    
MAIN STORE|NONE  |OR917109  |RAKES                                             |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR917834  |STAY RODS 6 X5/8 C                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR918075  |MANHOLES STEP IRON                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR918431  |STEEL STANDARD 30FT                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR918504  |STEEL STANDARD 35FT                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR919667  |T/PIECES 3X3 C/I P                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR920401  |VALVE BOX TYPE 5 PIR                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR920479  |VALVE C/I 6                                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR920525  |VALVES 80MM W/W RH OP                             |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR920584  |VALVE 100MM W/W RH OP                             |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR920649  |VALVE 300MM W/W RH OP                             |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR921912  |WATER PIPE 15MM GALV                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR922048  |WATER PIPE 25MM GALV                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR922102  |WATER PIPE 32MM GALV                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR922161  |WATER PIPE 40MM GALV                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR922234  |WATER PIPE 50MM GALV                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR922714  |FENCE WIRE GALVANIZED                             |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR922846  |WIRE DIAMOND MESH 4                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR923885  |TRANSFORMATOR                                     |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR924172  |LIGHTNING ARRESTORS                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR924423  |STRAIN INSULATORS                                 |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR924687  |PIN INSULATORS                                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR924911  |STAY WIRE                                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR925594  |SWANNECKS                                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR925675  |FLANGE C/I 110MM-100MM                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR925691  |FLANGE C/I 160MM -25MM                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR925748  |SADDLE PVC 32MM-25                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR925756  |SADDLE PVC 50MM-25                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR925764  |SADDLE 75MM PVC-25                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR925799  |SADDLES PVC 110MM -25                             |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR925829  |SADDLES PVC 160MM-25                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR926108  |PVC C/I FEMALE 110MM                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR926124  |Z- JOINTS 160MM AC-PVC ADAPTOS                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR926167  |PVC C/I FEMALE 200MM                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR926256  |PVC MALE ADPTOR 50MMX2                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979341  |ARRESTOR STOVE LIGHT                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979376  |PIN INSULATORS 4 1/2                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979384  |PIN INSULATOR 4                                   |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979392  |PIN INSULATOR 4                                   |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979406  |PIN INSULATOR 4                                   |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979414  |PIN INSULATORS 3 1/2                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979422  |PIN INSULATORS 3                                  |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979449  |SHACKLE INSULATORS                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979457  |SHACKLE INSULATORS                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979465  |SHACKLE INSULATORS                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979481  |BUZZBAR INSULATORS                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979503  |CABLE BOX INSULATORS                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979708  |FUSES SWITCH 600A                                 |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979716  |FUSES 50A                                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979724  |FUSES 30A                                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979732  |FUSES 30A                                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |OR979767  |FUSES LINKS 10A                                   |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100007   |SIGMAFORM SG/11160 16-35                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100008   |TERMINATION SG/Q 1580A                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100010   |TAPE SG/G 411                                     |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100011   |SPEC PUTTY                                        |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100013   |FUSE 150 AMP                                      |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100015   |SWITCHES 250 A ONLOAD                             |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100016   |BREAKERS 250A DB                                  |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100017   |ISOLATORS 250A KA                                 |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100019   |BREAKERS 225 A TP C                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100020   |BREAKERS 200 A KA                                 |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100022   |ISOLATORS 150A                                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100023   |ISOLATORS 100A                                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100024   |BREAKERS 100 A                                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100025   |BREAKERS E10B 100AMP F15D                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100026   |BREAKERS 100 A KA                                 |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100027   |BREAKERS 100 A E. Q.                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100028   |ISOLATORS 100 A TPF FRAME                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100029   |BREAKERS 100 A F FRAME                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100030   |BREAKERS 100 A DB                                 |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100032   |BREAKERS 80 A TP                                  |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100033   |BREAKERS 80 A EH FRAME 3P                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100034   |ISOLATORS 300 A                                   |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100035   |BREAKERS 80 A TP E FRAME                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100036   |ELEC. LEAKAGE 80 A 3 PHASE                        |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100037   |BREAKERS 80 A EH FRAME SP                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100038   |BREAKERS 70 A EH TP FRAME                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100039   |BREAKERS 70 A EQ TP                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100040   |BREAKERS 70 A EH FRAME C                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100041   |BREAKERS 70 A TP FRAME                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100043   |BREAKERS 60 A EH TP FRAME                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100044   |BREAKERS 80 AMP T/POLE                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100045   |BREAKERS 60 A TP EQ                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100046   |ISOLATORS 60 A TP EQA                             |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100048   |ISOLATORS 160 A EQ NR.2                           |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100050   |BREAKERS 60 A EH FRAME T/POLE                     |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100051   |EARTH LEAKAGE                                     |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100052   |BREAKERS 15 AMP PLUG                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100053   |ISOLATORS EQ NR3. 3060                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100055   |BREAKERS 50 A 2P WATERLIGHT                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100056   |BREAKERS 50 A TP EA 230/220                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100057   |BREAKERS 50  A TPE FRAME                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100058   |BREAKERS 50 A TP EQ CIRCUIT                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100059   |BREAKERS 50 A TP EH FRAME                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100060   |BREAKERS 60 A CIRCUIT                             |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100062   |BREAKERS 40 A 3 POLE                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100063   |BREAKERS 35 TPE Q                                 |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100064   |BREAKERS 30 A TP/CG                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100065   |BREAKERS 25 A TP EQ                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100066   |BREAKERS 20 A EH FRAME C                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100068   |BREAKERS 10 A EQ CIRCUIT                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100069   |BREAKERS 5 A TP EQ                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100071   |BREAKERS FB 3060                                  |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100072   |BREAKERS 50 A F FRAME                             |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100073   |BREAKERS 80 A F/W S/P                             |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100074   |CIRCIUT BREAKER ISOLATOR 70A                      |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100075   |BREAKERS 70 A Q L                                 |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100076   |EARTH LEAKAGE 212 B                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100078   |BREAKERS 60 A QUICKLAG C                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100079   |BREAKERS 60 A CURRENT H                           |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100080   |ISOLATORS & SHUNT TRI QLNV 2                      |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100081   |BREAKERS 50 A EH FRAME                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100082   |BREAKERS 50 A                                     |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100083   |BREAKERS 45 A QUICKLAG                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100084   |BREAKERS 40 A QUICKLAG                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100085   |BREAKERS 35 A HEINEMANN SP                        |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100086   |BREAKERS 35 A SP QUICKLAG                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100087   |BREAKERS 30 A SP QUICKLAG                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100088   |BREAKERS 30 A SP EH                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100089   |BREAKERS 30 A QUICKLAG C                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100090   |BREAKERS 25 A MURRAY CIRCUIT                      |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100091   |BREAKERS 25 A QUICKLAG C                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100092   |BREAKERS 20 A QUICKLAG                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100093   |BREAKERS 15 A SP QUICKLAG C                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100095   |BREAKERS 5 AMP MAG                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100096   |BREAKERS 50 AMP                                   |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100097   |BREAKERS 10 A QUICKLAG                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100098   |BREAKERS 15 A SP QUICKLAG                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100099   |BREAKERS 1A QL CIRCUIT                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100100   |SWITCHES SP                                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
MAIN STORE|NONE  |S100101   |BREAKERS 1 A M & G                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
