item_code,supplier_name,item_description,source_type,request_count,total_quantity,avg_quantity,first_request,last_request
216641,CARPET WORX,SUPPLY & INSTALL,GRN,2,2.0,1.0,,
123428,GMHM CONSTRUCTIONS & PROJECT 47,SUPPLY,GRN,2,3980.0,1990.0,,
236370,HENOWS PROJECTS (PTY) LTD,ADAPTORS 315MM UPVC /PVC-AC,GRN,2,40.0,20.0,,
102598,AGAH MARKETING AND PROJECTS,CLIPS:FOLD BACK 19MM,GRN,2,600.0,300.0,,
123428,K KANYE ENTERPRISE (PTY) LTD,SUPPLY,GRN,2,2.0,1.0,,
S000018016,EM'N M MARKETING,SERVICE,GRN,2,2.0,1.0,,
217474,MERCYCON CONSTRUCTION AND PROJECTS CC,gloves,GRN,2,260.0,130.0,,
102601,AGAH MARKETING AND PROJECTS,CLIPS :FOLDS  BACK.25MM,GRN,2,1000.0,500.0,,
236365,OLEORA SUPPLY AND PROJECTS (PTY) LTD,ADAPTORS 160MM UPVC /PVC-AC,GRN,2,600.0,300.0,,
R221691,SPHEKO PROJECT PTY LTD,REPAIR & MAINTAIN HIGH MAST LI,GRN,2,2.0,1.0,,
242438,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,CLAMPS 100MM CR1-0480-08 C/A P,GRN,2,500.0,250.0,,
R221702,ELECTRICIVIL TRADING (PTY) LTD,REPAIR STREETLIGHTS,GRN,2,2.0,1.0,,
102628,AGAH MARKETING AND PROJECTS,CLIPS FOLD BACK 32MM,GRN,2,1000.0,500.0,,
218394,E.K. CONSTRUCTION AND ALL GENERAL TRADING,HIRING OF HONEYSUCKER TRUCK,GRN,2,488.0,244.0,,
R261607,RHUONE PROJECTS AND PLANT HIRE,REPAIR & SERVICE PANELS @ MONI,GRN,2,2.0,1.0,,
R26705,TSEKGO PROJECTS CONSTRUCTION CC,REPLACE CABLE,GRN,2,2.0,1.0,,
S000018016,BELL EQUIPMENT SALES SOUTH AFRICA,SERVICE,GRN,2,2.0,1.0,,
216818,MEDIA 24 NEWSPAPERS,ADVERT,GRN,2,3.0,1.5,,
123428,K P DEVELOPMENTS (PTY) LTD,SUPPLY,GRN,2,2.0,1.0,,
254993,ULTRA SOLUTIONS,STATIONERY,GRN,2,2.0,1.0,,
242608,OLEORA SUPPLY AND PROJECTS (PTY) LTD,COUPLINGS JOHNSON 344-360MM,GRN,2,40.0,20.0,,
236370,OLEORA SUPPLY AND PROJECTS (PTY) LTD,ADAPTORS 315MM UPVC /PVC-AC,GRN,2,70.0,35.0,,
215109,GLANLICIOUS TRADING ENTERPRISE,STEEL WIRE,GRN,2,40.0,20.0,,
237531,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,160MM C/I VALVES SOCKETED,GRN,2,55.0,27.5,,
TOTALREPS,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,repair council property,GRN,2,2.0,1.0,,
TOTALREPS,KLERKSDORP PANEL BEATERS & SPRAY PAINTERS,repair council property,GRN,2,2.0,1.0,,
267297,KTMW TRADING,air freshner aerosol,GRN,2,3000.0,1500.0,,
123428,CANOPY LAND_KLERKSDORP CC,SUPPLY,GRN,2,53.0,26.5,,
123428,E.K. CONSTRUCTION AND ALL GENERAL TRADING,SUPPLY,GRN,2,285.0,142.5,,
267298,KHUWAIT GROUP OF COMPANIES,mr min,GRN,2,2500.0,1250.0,,
247146,CALDAH TRADING ENTERPRISE (PTY) LTD,NIPPLES BARREL 20 MM,GRN,1,2100.0,2100.0,,
251988,OLEORA SUPPLY AND PROJECTS (PTY) LTD,32MM BRASS BALL CORK,GRN,1,100.0,100.0,,
254512,GAMES & PC SOUND CC,KINGTEL,GRN,1,38.0,38.0,,
276728,E.K. CONSTRUCTION AND ALL GENERAL TRADING,hire,GRN,1,90.0,90.0,,
253016,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,IGNITOR 400W 3 WIRE,GRN,1,200.0,200.0,,
247081,CALDAH TRADING ENTERPRISE (PTY) LTD,NIPPLES BARREL 15 MM,GRN,1,2100.0,2100.0,,
251985,OLEORA SUPPLY AND PROJECTS (PTY) LTD,FULLWAY BALLCOCK MXF 25MMLM003,GRN,1,200.0,200.0,,
282052,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,SUPPLY AND DELIVERY,GRN,1,1.0,1.0,,
276906,TSEKGO PROJECTS CONSTRUCTION CC,instal 80m v.v ian cable han t,GRN,1,2.0,2.0,,
282578,ULTRA SOLUTIONS,ACER DUAL CORE WINDOWS 7 500 G,GRN,1,4.0,4.0,,
254203,ELLATON MINING SUPPLIES & SIGNS (PTY) LTD,FLAG NATIONAL SOUTH AFRICA,GRN,1,2.0,2.0,,
247294,OLEORA SUPPLY AND PROJECTS (PTY) LTD,NIPPLES BARREL 50 MM,GRN,1,80.0,80.0,,
251989,OLEORA SUPPLY AND PROJECTS (PTY) LTD,MALE/FEMALE BALL STOP VALVE 40,GRN,1,100.0,100.0,,
276908,MRATOS 4664 CONSTRUCTION AND PROJECTS (PTY) LTD,cable 445 meter - indoor 3 and,GRN,1,445.0,445.0,,
282052,ZEMBELETHU,SUPPLY AND DELIVERY,GRN,1,1.0,1.0,,
252638,GAMES & PC SOUND CC,SWITCH D-LINK 24 PORT,GRN,1,1.0,1.0,,
282052,RELEBOGELA BOTSHELO TRADING ENTERPRISE,SUPPLY AND DELIVERY,GRN,1,90.0,90.0,,
247243,CALDAH TRADING ENTERPRISE (PTY) LTD,NIPPLES BARREL 32 PLUS 38 MM,GRN,1,880.0,880.0,,
247244,OLEORA SUPPLY AND PROJECTS (PTY) LTD,NIPPLES BARREL 38 MM,GRN,1,80.0,80.0,,
276728,RAUCO TRADING CC,hire,GRN,1,1.0,1.0,,
248094,ELEGANT LINE TRADING 785 CC,TRENCHING,GRN,1,10.0,10.0,,
282335,MLTN (PTY) LTD,MATTRASSES,GRN,1,20.0,20.0,,
282484,BATHO BAGAGWE IT CC,battery charger 12a,GRN,1,1.0,1.0,,
282052,MTSHEPANA TRADING AND PROJECTS PTY LTD,SUPPLY AND DELIVERY,GRN,1,50.0,50.0,,
281872,KGOMOSTO CIVIL WORKS (PTY) LTD,SUPPLY & DELIVERY,GRN,1,1.0,1.0,,
248094,TSEKGO PROJECTS CONSTRUCTION CC,TRENCHING,GRN,1,11.0,11.0,,
250594,LEZMIN 1913 CC XPANDA N.W.,BATTERY E/GIZER AA (2),GRN,1,20.0,20.0,,
251399,OLEORA SUPPLY AND PROJECTS (PTY) LTD,SOCKETS GALV 50 MM,GRN,1,80.0,80.0,,
251352,TORREN ENTERPRISE (PTY) LTD,RESTORATION,GRN,1,1.0,1.0,,
279623,GREENFORD ENGINEERING CONSTRUCTION,MAINTENANCE,GRN,1,1.0,1.0,,
250764,MOTSWA-IKE ENTERPRISE (PTY) LTD,CONNECTION,GRN,1,1.0,1.0,,
250769,SERVICES FOR WATER AND SANITATION,MANHOLE,GRN,1,1.0,1.0,,
281501,STAR MINING SUPPLIES,OSRAM 18BC GLOBE,GRN,1,176.0,176.0,,
281418,KGETHOPELE HOLDINGS (PTY) LTD,SUPPLY & DELIVERY OF PLAIN CRU,GRN,1,1.0,1.0,,
281371,K-BIZO HOLDINGS (PTY) LTD,SUPPL;Y AND DELIVERY OF DANGER,GRN,1,1.0,1.0,,
250877,ZAMNTE CONSTRUCTION,ROLLER DOOR CREDENZA,GRN,1,1.0,1.0,,
280755,LEMA ENTERPRISE,GRADER BLADES 7',GRN,1,10.0,10.0,,
251014,DIRABOTLE PROJECTS (PTY) LTD,r1 600mm stop sign,GRN,1,1.0,1.0,,
247036,MZWANTZI TRADING ENTERPRISE,PILOT FRIXION BALL BLACK,GRN,1,10.0,10.0,,
251259,CALDAH TRADING ENTERPRISE (PTY) LTD,SOCKETS GALV 20 MM,GRN,1,144.0,144.0,,
280515,MAMOKOMANE FUNERAL PARLOUR,INDIGENT BURIAL FOR AGOSI MOSE,GRN,1,1.0,1.0,,
279642,GAMES & PC SOUND CC,HP YELLOW CARTRIDGE,GRN,1,1.0,1.0,,
279623,MK PROJECTS (PTY) PTY,MAINTENANCE,GRN,1,142.0,142.0,,
251348,CALDAH TRADING ENTERPRISE (PTY) LTD,SOCKETS GALV 38 MM,GRN,1,20.0,20.0,,
251348,OLEORA SUPPLY AND PROJECTS (PTY) LTD,SOCKETS GALV 38 MM,GRN,1,80.0,80.0,,
251352,NUL OPTIMUM (PTY) LTD,RESTORATION,GRN,1,1.0,1.0,,
279601,STAR MINING SUPPLIES,test network connectivity to a,GRN,1,1.0,1.0,,
251544,CALDAH TRADING ENTERPRISE (PTY) LTD,REDUCING SOCKET 20X25,GRN,1,900.0,900.0,,
251985,KHUWAIT GROUP OF COMPANIES,FULLWAY BALLCOCK MXF 25MMLM003,GRN,1,300.0,300.0,,
251633,ELLATON MINING SUPPLIES & SIGNS (PTY) LTD,MOSA,GRN,1,30.0,30.0,,
251984,OLEORA SUPPLY AND PROJECTS (PTY) LTD,BALL CORCKS FULLWAY 20 MM,GRN,1,200.0,200.0,,
278000,RAYPOWER TRADING PTY LTD,can,GRN,1,300.0,300.0,,
278049,@ OFFICE WORLD,hp 121 black cartridge,GRN,1,1.0,1.0,,
278261,DIRABOTLE PROJECTS (PTY) LTD,pole 7'2rt,GRN,1,6.0,6.0,,
282052,GEE KAY BEE HOLDINGS,SUPPLY AND DELIVERY,GRN,1,1.0,1.0,,
279001,MZWANTZI TRADING ENTERPRISE,HP 450,GRN,1,2.0,2.0,,
249902,NL SUPPLIERS AND PROJECTS,CUTTING OF GRASS,GRN,1,8.0,8.0,,
282052,BONAFIDE AFRICA CONSULTING,SUPPLY AND DELIVERY,GRN,1,5.0,5.0,,
279029,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,REPLCE,GRN,1,1.0,1.0,,
282052,BOKAO AMAHLE HOLDINGS (PTY) LTD,SUPPLY AND DELIVERY,GRN,1,10.0,10.0,,
282052,BELESETU TRADING PROJECTS,SUPPLY AND DELIVERY,GRN,1,1.0,1.0,,
251844,CALDAH TRADING ENTERPRISE (PTY) LTD,SOCKETS REDUCING 50 X 38 MM,GRN,1,240.0,240.0,,
250197,EMIN TRADING ENTERPRISE (PTY) LTD,SPRINKLER INPUT 3/4,GRN,1,90.0,90.0,,
279050,NSIKAYO THINGO HOLDINGS (PTY) LTD,DIARY 2014 MANAGEMENT BLUE,GRN,1,7.0,7.0,,
279276,REABETSWE BOPHELO TRADING ENTERPRISE,SUPPLY AND DELIVERY OF BRICKS,GRN,1,801.0,801.0,,
281986,HOME OF THE BEST TRADING,DANCE,GRN,1,1.0,1.0,,
279277,NOLOFALANG BUSINESS PROJECTS (PTY) LTD,SUPPLY AND DELIVERY OF CHATTER,GRN,1,1.0,1.0,,
251672,RIOSCAPE (PTY) LTD_T/A SMSDEPOT,BULK SMS,GRN,1,200000.0,200000.0,,
250426,DES FONTAINE SPORTS,SOCCER BALLS,GRN,1,12.0,12.0,,
267421,KTMW TRADING,MICRO FIBRE CLOTH,GRN,1,1000.0,1000.0,,
246727,MOEMEDI CREATIONS (PTY) LTD,LENSES FOR KENT OPTIMA WATER M,GRN,1,50.0,50.0,,
283253,MZWANTZI TRADING ENTERPRISE,PILOT V-BALL 05 LIQUID INK ROL,GRN,1,6.0,6.0,,
243341,KASIMOVEMENTS PROJECT AND CONSTRUCTION,EXTENSION CORD WHITE 10MM,GRN,1,4.0,4.0,,
300032,SETOUTO PROJECTS (PTY) LTD,UNTWISTED COUPLER MIXC 35X3/4,GRN,1,20.0,20.0,,
300031,SETOUTO PROJECTS (PTY) LTD,UNTWISTED PIPE 25MMX6M,GRN,1,20.0,20.0,,
300030,SETOUTO PROJECTS (PTY) LTD,UNTWISTED TEE 15MM,GRN,1,20.0,20.0,,
300021,SETOUTO PROJECTS (PTY) LTD,BAT MASTER BAT 15MM,GRN,1,15.0,15.0,,
300020,SETOUTO PROJECTS (PTY) LTD,BAT MASTER BAT 22MM,GRN,1,10.0,10.0,,
243341,K.J STATIONERS,EXTENSION CORD WHITE 10MM,GRN,1,1.0,1.0,,
300012,SETOUTO PROJECTS (PTY) LTD,FLEXI COMP TRAP 40X40X300MM,GRN,1,20.0,20.0,,
300011,SETOUTO PROJECTS (PTY) LTD,FLEXI CONNECTOR 20MMX350MM,GRN,1,10.0,10.0,,
300010,SETOUTO PROJECTS (PTY) LTD,FLEXI CONNECTOR 15MMX350MM,GRN,1,30.0,30.0,,
300004,SETOUTO PROJECTS (PTY) LTD,TAP BALL O STOPPER 15MM,GRN,1,20.0,20.0,,
300003,SETOUTO PROJECTS (PTY) LTD,TAP 15MM STOPPER,GRN,1,10.0,10.0,,
300002,SETOUTO PROJECTS (PTY) LTD,TAP PILLAR TAP 15MM,GRN,1,30.0,30.0,,
300001,SETOUTO PROJECTS (PTY) LTD,TAP GARDEN WATER TAP BRASS,GRN,1,10.0,10.0,,
243908,WORKWEAR DEPOT,JACKET B5 HAWK TAUPE 5XL,GRN,1,3.0,3.0,,
283467,ZEBALELWE TRADING ENTERPRISE,RENOVATION,GRN,1,1.0,1.0,,
244004,KETHUTHULA HOLDINGS (PTY) LTD,PAVING BRICKS 50MM,GRN,1,1054.0,1054.0,,
244207,BATHO BAGAGWE IT CC,M15 COPPER,GRN,1,1.0,1.0,,
244442,AGAH MARKETING AND PROJECTS,HP PROBOOK 450 G3 LAPTOP,GRN,1,1.0,1.0,,
293615,PESTEK (PTY) LTD,pest control,GRN,1,1.0,1.0,,
244442,BALENI CONTRACTORS (PTY) LTD,HP PROBOOK 450 G3 LAPTOP,GRN,1,1.0,1.0,,
293516,EXODUS COMMUNICATIONS AND ELECTRONICS,LABOUR,GRN,1,1.0,1.0,,
293504,NOKHAYA SECURITY SOLUTIONS (PTY) LTD,SUGAR 10KG,GRN,1,20.0,20.0,,
244872,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,HYDRANT FIRE 75 MM,GRN,1,100.0,100.0,,
293132,DRAWING & OFFICE EQUIPMENT,THERMAL,GRN,1,399.0,399.0,,
291755,ELEGANT LINE TRADING 785 CC,JOINTS J7,GRN,1,2.0,2.0,,
291369,NOMAFU TRANSPORT & PROJECTS,TRANSPORT,GRN,1,1.0,1.0,,
291369,BOI KAYDEE (PTY) LTD,TRANSPORT,GRN,1,1.0,1.0,,
290903,RONMAR OFFICE EQUIPMENT,REXEL STAPLES 11MM NO66/11,GRN,1,1.0,1.0,,
300033,SETOUTO PROJECTS (PTY) LTD,UNTWISTED TEE 22MM,GRN,1,20.0,20.0,,
300034,SETOUTO PROJECTS (PTY) LTD,UNTWISTED COUPLER RED 22X15MM,GRN,1,20.0,20.0,,
300035,SETOUTO PROJECTS (PTY) LTD,UNTWISTED ELBOW CXC 15MM,GRN,1,20.0,20.0,,
300036,SETOUTO PROJECTS (PTY) LTD,UNTWISTED ELBOW W PLATE 15MM,GRN,1,20.0,20.0,,
242608,HENOWS PROJECTS (PTY) LTD,COUPLINGS JOHNSON 344-360MM,GRN,1,20.0,20.0,,
300100,SETOUTO PROJECTS (PTY) LTD,PUTTY PRATELY,GRN,1,15.0,15.0,,
300090,SETOUTO PROJECTS (PTY) LTD,PIPE POLY 15MMX100 SLABS,GRN,1,20.0,20.0,,
300080,SETOUTO PROJECTS (PTY) LTD,CONNECTOR BRAIDED,GRN,1,20.0,20.0,,
300070,SETOUTO PROJECTS (PTY) LTD,VALVE BRASS CHROME PLATED,GRN,1,30.0,30.0,,
300061,SETOUTO PROJECTS (PTY) LTD,GYSER C600 KPA KWIKOT 150L,GRN,1,1.0,1.0,,
300060,SETOUTO PROJECTS (PTY) LTD,GYSER TRENDLINE 100L,GRN,1,5.0,5.0,,
300054,SETOUTO PROJECTS (PTY) LTD,TOILET MECH FRONT FLUSH,GRN,1,20.0,20.0,,
300053,SETOUTO PROJECTS (PTY) LTD,TOILET URANIAL SPEADER,GRN,1,10.0,10.0,,
242609,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,COUPLINGS JOHNSON 356-372MM,GRN,1,5.0,5.0,,
242610,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,VJ COUPLING 500MM,GRN,1,10.0,10.0,,
242613,HENOWS PROJECTS (PTY) LTD,COUPLINGS JOHNSON 417-437MM,GRN,1,10.0,10.0,,
300052,SETOUTO PROJECTS (PTY) LTD,TOILET BOTTOM INLET CISTERN,GRN,1,15.0,15.0,,
242639,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,RANGER COUPLING 370-392MM,GRN,1,5.0,5.0,,
300051,SETOUTO PROJECTS (PTY) LTD,TOILET CISTERN2 ELF 9L,GRN,1,20.0,20.0,,
242639,OLEORA SUPPLY AND PROJECTS (PTY) LTD,RANGER COUPLING 370-392MM,GRN,1,40.0,40.0,,
242772,ARESEBETSENG MMOHO TRADING AND PROJECTS,COLLERS CAST IRON 100 MM,GRN,1,80.0,80.0,,
242772,HETANI TRADING ENTERPRISE (PTY) LTD,COLLERS CAST IRON 100 MM,GRN,1,300.0,300.0,,
300050,SETOUTO PROJECTS (PTY) LTD,TOILET SEAT WOODEN MOULDED,GRN,1,10.0,10.0,,
300041,SETOUTO PROJECTS (PTY) LTD,RUBBER BUNG 44MM,GRN,1,30.0,30.0,,
242888,HETANI TRADING ENTERPRISE (PTY) LTD,COLLERS CAST IRON 150 MM,GRN,1,300.0,300.0,,
243086,ARESEBETSENG MMOHO TRADING AND PROJECTS,COLLERS CAST IRON 300 MM,GRN,1,20.0,20.0,,
300040,SETOUTO PROJECTS (PTY) LTD,RUBBER CONE WHITE,GRN,1,30.0,30.0,,
300038,SETOUTO PROJECTS (PTY) LTD,UNTWISTED COUPLER FIXC 20X1/2,GRN,1,20.0,20.0,,
243120,GAMES & PC SOUND CC,HP BLACK LASERJET CART,GRN,1,1.0,1.0,,
300037,SETOUTO PROJECTS (PTY) LTD,UNTWISTED COUPLER FIXC 15X1/2,GRN,1,20.0,20.0,,
243327,@ OFFICE WORLD,highback swivel tilt chairs,GRN,1,8.0,8.0,,
290815,TUMCASH PRODUCTION AND TRADING,SOUND SYSTEM,GRN,1,1.0,1.0,,
290815,MEEPONG TECHNICAL CONSULTING (PTY) LTD,SOUND SYSTEM,GRN,1,1.0,1.0,,
290815,LESEDI LA THEBE (PTY) LTD,SOUND SYSTEM,GRN,1,1.0,1.0,,
276410,GAMES & PC SOUND CC,12 PORT,GRN,1,2.0,2.0,,
246859,SIBONGILE MASHIYA (PTY) LTD,METERS WATER 40 MM,GRN,1,50.0,50.0,,
246891,RAMLAS HOLDINGS (PTY) LTD,METERS WATER 50MMCOM/LOGGABLE,GRN,1,50.0,50.0,,
287458,UPHANDO ELECTRICAL DISTRIBUTION (PTY),LUGS STEEL ALL,GRN,1,350.0,350.0,,
246948,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,METERS WATER 80MM COM/LOGGABLE,GRN,1,100.0,100.0,,
246948,SIBONGILE MASHIYA (PTY) LTD,METERS WATER 80MM COM/LOGGABLE,GRN,1,4.0,4.0,,
287285,BATHO BAGAGWE IT CC,MULTIPLUG 01X16A/2X5A ADAPTOR,GRN,1,1.0,1.0,,
287054,LOMAKHOSI TRADING PROJECTS,REMOVAL,GRN,1,28.0,28.0,,
286553,YEYE TRADING ENTERPRISE,BARREL/B BJ 200MM,GRN,1,15.0,15.0,,
286339,GAMES & PC SOUND CC,CABLE STP CAT5,GRN,1,3.0,3.0,,
247000,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,150mm/com loggable meter,GRN,1,10.0,10.0,,
286049,SUNDAY KIT UNIFORM SUPPLIES CC,LADIES NAVY SKIRTS,GRN,1,2.0,2.0,,
285831,ELEGANT LINE TRADING 785 CC,FAULT FINDING & CALL,GRN,1,75.0,75.0,,
285666,NEW PRECIOUS PROJECT MANAGEMENT (PTY) LTD,REPAIR MAIN PUMPLINE,GRN,1,1.0,1.0,,
247014,TSIKAKU HOLDINGS,EZ3WATERMETERS-20/20MM DW7700,GRN,1,147.0,147.0,,
285547,LEZMIN 1913 CC XPANDA N.W.,SUPPLY;DELIVER & INSTALLATION,GRN,1,1.0,1.0,,
285547,BOKAO AMAHLE HOLDINGS (PTY) LTD,SUPPLY;DELIVER & INSTALLATION,GRN,1,1.0,1.0,,
285460,P J SNYMAN,INSTALL CABINETS,GRN,1,1.0,1.0,,
284672,@ OFFICE WORLD,PAPER A4 BRIGHT BLUE 80GMS,GRN,1,2500.0,2500.0,,
284469,@ OFFICE WORLD,STAPLER REMOVER,GRN,1,6.0,6.0,,
284351,SHAYANI TRADING (PTY) LTD,INSTALL,GRN,1,1.0,1.0,,
247015,TSIKAKU HOLDINGS,EZ3 25MMWATERMETER 25/25 DW780,GRN,1,200.0,200.0,,
284351,SERVICES FOR WATER AND SANITATION,INSTALL,GRN,1,1.0,1.0,,
284351,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,INSTALL,GRN,1,1.0,1.0,,
284351,GALEKILE QHENA TRADING,INSTALL,GRN,1,1.0,1.0,,
284351,DANYI TELECOMS CONVERGED COMMUNICATIONS (HYMAX),INSTALL,GRN,1,1.0,1.0,,
284041,MZWANTZI TRADING ENTERPRISE,HP 10 BLACK INK CARTRIDGE,GRN,1,2.0,2.0,,
283921,WALTONS (PTY) LTD,PRIMELINE 75X75 NOTES,GRN,1,100.0,100.0,,
287531,GAMES & PC SOUND CC,POE,GRN,1,2.0,2.0,,
287885,NATIONAL BRAKE TESTING SERVICES PTY LTD,REPAIR,GRN,1,1.0,1.0,,
290815,BATSEBE HOLDINGS,SOUND SYSTEM,GRN,1,1.0,1.0,,
246383,WALTONS (PTY) LTD,PHILLIPS DVT8010 TRACER AUDIO,GRN,1,1.0,1.0,,
290800,GAMES & PC SOUND CC,INSTALL,GRN,1,1.0,1.0,,
290590,MOREKI DISTRIBUTORS/TSEKGO PROJECTS JV,CRANE TRUCK HIRED,GRN,1,1.0,1.0,,
290590,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,CRANE TRUCK HIRED,GRN,1,9.0,9.0,,
290574,TSEKGO PROJECTS CONSTRUCTION CC,CABLE JOINT,GRN,1,2.0,2.0,,
290574,DIRABOTLE PROJECTS (PTY) LTD,CABLE JOINT,GRN,1,2.0,2.0,,
290445,GAMES & PC SOUND CC,HP DESKTOP,GRN,1,1.0,1.0,,
290105,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,EXTENSION REEL 010X10A-2X16A,GRN,1,1.0,1.0,,
289762,TSEKGO PROJECTS CONSTRUCTION CC,SLASHERS,GRN,1,2.0,2.0,,
289762,DREAMFINDER TRADING & PROJECT 115 CC,SLASHERS,GRN,1,2.0,2.0,,
244873,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,HYDRANT FIRE 75 MM,GRN,1,100.0,100.0,,
289506,WESTERN BAZAARS (PTY) LTD,water dispenser,GRN,1,1.0,1.0,,
289506,RAYPOWER TRADING PTY LTD,water dispenser,GRN,1,300.0,300.0,,
289472,RAYPOWER TRADING PTY LTD,mug d,GRN,1,1000.0,1000.0,,
244937,OLEORA SUPPLY AND PROJECTS (PTY) LTD,INSERTION RUBBER 1/8,GRN,1,20.0,20.0,,
289418,ELECTRICIVIL TRADING (PTY) LTD,SUPPLY & INSTALL,GRN,1,131.0,131.0,,
288908,MK PROJECTS (PTY) PTY,MAINTENANCE,GRN,1,35.0,35.0,,
244969,YEYE TRADING ENTERPRISE,LOCKSET 3L MORTICE,GRN,1,4.0,4.0,,
245737,WESTERN BAZAARS (PTY) LTD,fridge,GRN,1,5.0,5.0,,
245935,GAMES & PC SOUND CC,CURLY CORDS 15FT BLACK,GRN,1,500.0,500.0,,
288614,BUSHIE HOLDINGS,TECHNICAL,GRN,1,1.0,1.0,,
246264,BOKAO AMAHLE HOLDINGS (PTY) LTD,2.4M HIGH PALISADE FENCE,GRN,1,1.0,1.0,,
288614,BATHO BAGAGWE IT CC,TECHNICAL,GRN,1,1.0,1.0,,
288458,BOKAO AMAHLE HOLDINGS (PTY) LTD,manhole,GRN,1,90.0,90.0,,
288378,PICK UP TRADING AND PROJECTS,COMPRESSOR,GRN,1,1.0,1.0,,
288196,MCRAPT TRADING ENTERPRISE (PTY) LTD,SUPPLY & DELIVERY,GRN,1,1.0,1.0,,
246264,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,2.4M HIGH PALISADE FENCE,GRN,1,60.0,60.0,,
287930,GAMES & PC SOUND CC,HP CYAN CARTRIDGE,GRN,1,1.0,1.0,,
254635,BOKAO AMAHLE HOLDINGS (PTY) LTD,SODA-ASH 25KG,GRN,1,70.0,70.0,,
254993,YONDELAOVAYO TRADING ENTERPRISE (PTY) LTD,STATIONERY,GRN,1,1.0,1.0,,
276410,BATHO BAGAGWE IT CC,12 PORT,GRN,1,2.0,2.0,,
269610,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,SURFIX 2.5X2C+E,GRN,1,100.0,100.0,,
269474,TSEKGO PROJECTS CONSTRUCTION CC,WATER,GRN,1,3.0,3.0,,
269474,ELLATON MINING SUPPLIES & SIGNS (PTY) LTD,WATER,GRN,1,1000.0,1000.0,,
264010,MAJI UTILITY,safety goggles,GRN,1,1500.0,1500.0,,
269386,BOKGABANE AFRICA PROJECTS,HINGES ALUM,GRN,1,20.0,20.0,,
264057,SUCCESS MEDIA GROUP,LAMINATING,GRN,1,10.0,10.0,,
264296,KAGO GENERAL TRADING,OUTDOOR,GRN,1,13.0,13.0,,
264296,REIMAGINE TRADING ENTERPRISE,OUTDOOR,GRN,1,13.0,13.0,,
264345,WALTONS (PTY) LTD,LAMINATING POUCHES A3,GRN,1,1.0,1.0,,
264933,GAMES & PC SOUND CC,REMOTES,GRN,1,1.0,1.0,,
264960,NOEMIA TRADING,BRANDING MATERIAL,GRN,1,1.0,1.0,,
264960,THE BLACK BIRD MULTIMEDIA,BRANDING MATERIAL,GRN,1,1.0,1.0,,
264960,TSAMAISAMOGO BUSINESS AND PROJECTS (PTY) LTD,BRANDING MATERIAL,GRN,1,1.0,1.0,,
269086,T.J.T.K. TRADING ENTERPRISE,PLANT HIRE,GRN,1,1.0,1.0,,
265061,TSEKGO PROJECTS CONSTRUCTION CC,REPLACE,GRN,1,2.0,2.0,,
265296,DRAWING & OFFICE EQUIPMENT,REMVE,GRN,1,6.0,6.0,,
265667,MOREKI DISTRIBUTORS/TSEKGO PROJECTS JV,JETTING,GRN,1,1.0,1.0,,
265829,PRACTICON TRADING AND ENTERPRISE,BOOTS RUBBER 3,GRN,1,900.0,900.0,,
265928,DIRABOTLE PROJECTS (PTY) LTD,woodoc,GRN,1,17.0,17.0,,
266040,SACHIN HOLDINGS (PTY) LTD,RAT POISON,GRN,1,700.0,700.0,,
266042,GALEKILE QHENA TRADING,INSECT KILLER,GRN,1,500.0,500.0,,
266042,KTMW TRADING,INSECT KILLER,GRN,1,500.0,500.0,,
266043,MAFAESA TRADING ENTERPRISE,BLUE DEATH,GRN,1,400.0,400.0,,
266077,RATANANG SUPPLIERS AND PROJECTS CC,FEATHER DUSTER SHORT 450MM,GRN,1,400.0,400.0,,
266078,OLEORA SUPPLY AND PROJECTS (PTY) LTD,BROOMS SOFT KITCHEN,GRN,1,500.0,500.0,,
266078,RATANANG SUPPLIERS AND PROJECTS CC,BROOMS SOFT KITCHEN,GRN,1,400.0,400.0,,
266079,CONCOUR TRADING ENTERPRISE (PTY) LTD,MOPGEAR PRESS HANDLE ALUMINIUM,GRN,1,100.0,100.0,,
266081,SUNRISE TRADING ENTERPRISE,DEO - BLOCKS 5KG,GRN,1,250.0,250.0,,
264009,MAKOTSI TRADING,SHORT GLOVE,GRN,1,3000.0,3000.0,,
