item_code,supplier_name,item_description,source_type,request_count,total_quantity,avg_quantity,first_request,last_request
242444,HETANI TRADING ENTERPRISE (PTY) LTD,CLAMPS(250) 281-290MM,GRN,1,10.0,10.0,,
242445,HENOWS PROJECTS (PTY) LTD,CLAMPS(250) 288-298MM,GRN,1,50.0,50.0,,
242446,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,CLAMPS 300MM S/S CR1 1370 16,GRN,1,20.0,20.0,,
242454,OLEORA SUPPLY AND PROJECTS (PTY) LTD,CLAMPS 150MM S/S CR1-0690-08 C,GRN,1,50.0,50.0,,
242462,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,COUPLING VIKING JOHNSON 50 MM,GRN,1,50.0,50.0,,
242468,KETHUTHULA HOLDINGS (PTY) LTD,SUPPLY AND ERECT ROOF TRUSSES,GRN,1,32.0,32.0,,
242489,OLEORA SUPPLY AND PROJECTS (PTY) LTD,COUPLING VIKING JOHNSON5 59-78,GRN,1,200.0,200.0,,
242519,HENOWS PROJECTS (PTY) LTD,COUPLING VIKING JOHNSON 88-103,GRN,1,100.0,100.0,,
242519,OLEORA SUPPLY AND PROJECTS (PTY) LTD,COUPLING VIKING JOHNSON 88-103,GRN,1,50.0,50.0,,
242543,OLEORA SUPPLY AND PROJECTS (PTY) LTD,COUPLINGS JOHNSON 159-182 MM,GRN,1,50.0,50.0,,
242551,OLEORA SUPPLY AND PROJECTS (PTY) LTD,COUPLING VIKING JOHNSON 110 MM,GRN,1,500.0,500.0,,
242586,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,COUPLING VIKING JOHNSON250-267,GRN,1,15.0,15.0,,
242586,HENOWS PROJECTS (PTY) LTD,COUPLING VIKING JOHNSON250-267,GRN,1,30.0,30.0,,
242588,HENOWS PROJECTS (PTY) LTD,COUPLING VIKING JOHNSON271-289,GRN,1,30.0,30.0,,
242438,HETANI TRADING ENTERPRISE (PTY) LTD,CLAMPS 100MM CR1-0480-08 C/A P,GRN,1,400.0,400.0,,
242413,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,CLAMPS 75mm(83-103),GRN,1,400.0,400.0,,
242412,HENOWS PROJECTS (PTY) LTD,CLAMPS 75mm(75-83),GRN,1,200.0,200.0,,
241659,MZWANTZI TRADING ENTERPRISE,PILOT,GRN,1,12.0,12.0,,
241415,CALDAH TRADING ENTERPRISE (PTY) LTD,BUSHES GALV 75 X 40 MM,GRN,1,36.0,36.0,,
241484,BONGO TSHEPANG (PTY) LTD,PAINT,GRN,1,1.0,1.0,,
241484,CONQUEST CHEMICALS,PAINT,GRN,1,30.0,30.0,,
241484,FANISWA TRADING AND ENTERPRISE (PTY) LTD,PAINT,GRN,1,4.0,4.0,,
241484,NOZIZWEBUSINESS SOLUTIONS,PAINT,GRN,1,1.0,1.0,,
241484,SOKUPHA INVESTMENTS (PTY) LTD,PAINT,GRN,1,1.0,1.0,,
241530,GERKRO CONSTRUCTION (PTY) LTD,UNBLOCKING,GRN,1,1.0,1.0,,
241533,ISAKHONO AFRICA SERVICE,SCHOOL BAG,GRN,1,1.0,1.0,,
241903,SERVICES FOR WATER AND SANITATION,SEWER BLOCKAGES,GRN,1,1.0,1.0,,
242404,HENOWS PROJECTS (PTY) LTD,CLAMPS 50 (69-76MM),GRN,1,50.0,50.0,,
241905,MOOELI (PTY) LTD,SEWER CONNECTION,GRN,1,1.0,1.0,,
241905,MOSANTO TRADING ENTERPRISE (PTY) LTD,SEWER CONNECTION,GRN,1,1.0,1.0,,
241905,MOTSWA-IKE ENTERPRISE (PTY) LTD,SEWER CONNECTION,GRN,1,1.0,1.0,,
241905,MTSHEPANA TRADING AND PROJECTS PTY LTD,SEWER CONNECTION,GRN,1,1.0,1.0,,
241922,WESTERN BAZAARS (PTY) LTD,MICROWAVE,GRN,1,1.0,1.0,,
242111,E.K. CONSTRUCTION AND ALL GENERAL TRADING,GRADER,GRN,1,1.0,1.0,,
242111,LESEDI CIVIL CONSTRUCTION,GRADER,GRN,1,1.0,1.0,,
242111,NL SUPPLIERS AND PROJECTS,GRADER,GRN,1,1.0,1.0,,
237477,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,110MM UPV PIPES CLASS 9,GRN,1,250.0,250.0,,
237434,RATANANG SUPPLIERS AND PROJECTS CC,110MM C/I VALVES SOCKETED,GRN,1,50.0,50.0,,
221640,KLERKSDORP RECORD,ADVERT,GRN,1,1.0,1.0,,
224275,E.K. CONSTRUCTION AND ALL GENERAL TRADING,HIRING,GRN,1,1.0,1.0,,
224275,MATEBESI IMPROVEMENT SOLUTIONS,HIRING,GRN,1,1.0,1.0,,
224275,MAUREEY (PTY) LTD,HIRING,GRN,1,1.0,1.0,,
224276,MOREKI DISTRIBUTORS/TSEKGO PROJECTS JV,HIRING,GRN,1,240.0,240.0,,
0000019080,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,NEW TYRES,GRN,1,2.0,2.0,,
224688,NOKHAYA SECURITY SOLUTIONS (PTY) LTD,REPAIR AND MAINTENANCE,GRN,1,1.0,1.0,,
224688,NOZIZWEBUSINESS SOLUTIONS,REPAIR AND MAINTENANCE,GRN,1,1.0,1.0,,
224697,ELECTRICIVIL TRADING (PTY) LTD,REPAIR,GRN,1,1.0,1.0,,
224697,KHUWAIT GROUP OF COMPANIES,REPAIR,GRN,1,1.0,1.0,,
224697,THATAZONKES CONSTRUCTION AND ENTERPRISE,REPAIR,GRN,1,1.0,1.0,,
224895,MOLELEDI CIVILS CC,SUPPLY AND REPAIR BROKEN MANHO,GRN,1,1.0,1.0,,
225047,NORTH WEST DRAIN CLEANERS,EMERGENCY,GRN,1,1.0,1.0,,
225388,LEZMIN 1913 CC XPANDA N.W.,REPAIR,GRN,1,1.0,1.0,,
225413,MOTSWA-IKE ENTERPRISE (PTY) LTD,REPAIR,GRN,1,1.0,1.0,,
225718,BOKGABANE AFRICA PROJECTS,USB KEY BOARD KENTON STANDARD,GRN,1,7.0,7.0,,
225720,GAMES & PC SOUND CC,CHARGER 6540B HP PROBOOK,GRN,1,2.0,2.0,,
225720,GLOBAL SOLUTIONS GROUP,CHARGER 6540B HP PROBOOK,GRN,1,1.0,1.0,,
225722,BOKGABANE AFRICA PROJECTS,PUNCHER HEAVY DUTY PRIMELINE 3,GRN,1,3.0,3.0,,
225848,SE-SIFIKILE CONSTRUCTION & PROJECTS,tipper,GRN,1,1.0,1.0,,
226431,TEFELLO HOLDINGS (PTY) LTD,VALVE APEX 400KPA +2VAC BR 15,GRN,1,25.0,25.0,,
224275,M EBERSOHN TRUCK AND DIESEL CC               L,HIRING,GRN,1,960.0,960.0,,
224093,NOEMIA TRADING,CLEANING,GRN,1,1.0,1.0,,
237221,KAONE DEVELOPMENTS,75MM UPVC PIPES CLASS 9,GRN,1,50.0,50.0,,
223646,REABETSWE BOPHELO TRADING ENTERPRISE,HIRE,GRN,1,160.0,160.0,,
221709,MZWANTZI TRADING ENTERPRISE,PILOT,GRN,1,12.0,12.0,,
222105,WALTONS (PTY) LTD,INDEX A4 JAN-DEC,GRN,1,100.0,100.0,,
222106,K.J STATIONERS,INDEX A4 JAN-DEC PVC DONAU/POL,GRN,1,10.0,10.0,,
222162,MZWANTZI TRADING ENTERPRISE,HP 12A,GRN,1,2.0,2.0,,
222299,CONQUEST CHEMICALS,SPIRITS OF SALTS,GRN,1,4.0,4.0,,
222854,K.J STATIONERS,OKI RIBBON,GRN,1,3.0,3.0,,
222884,CONQUEST CHEMICALS,SUPPLY & DELIVERY,GRN,1,1.0,1.0,,
222884,GIFTX BUSINESS ENTERPRISE (PTY) LTD,SUPPLY & DELIVERY,GRN,1,1.0,1.0,,
222884,MADIBOO OFFICE AND CLEANING PROJECTS,SUPPLY & DELIVERY,GRN,1,1.0,1.0,,
222884,TD MONARE HOLDINGS,SUPPLY & DELIVERY,GRN,1,1.0,1.0,,
222995,P M THULO HOLDINGS,SUPPLY;DELIVERY & INSTALLATION,GRN,1,1.0,1.0,,
223166,WALTONS (PTY) LTD,UNIBALL ETE 0.7 ORANGE,GRN,1,12.0,12.0,,
223595,EXODUS COMMUNICATIONS AND ELECTRONICS,PROGRAM DIRECTOR/MASTER OF CER,GRN,1,8.0,8.0,,
223597,EXODUS COMMUNICATIONS AND ELECTRONICS,PROGRAM INTERNET-STILFONTEIN S,GRN,1,28.0,28.0,,
223646,BOLEKANO BUILDING CONTRACTORS,HIRE,GRN,1,1.0,1.0,,
223646,E.K. CONSTRUCTION AND ALL GENERAL TRADING,HIRE,GRN,1,3.0,3.0,,
223646,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,HIRE,GRN,1,160.0,160.0,,
223646,MOREKI DISTRIBUTORS/TSEKGO PROJECTS JV,HIRE,GRN,1,225.0,225.0,,
223646,PICK UP TRADING AND PROJECTS,HIRE,GRN,1,90.0,90.0,,
227196,BOKGABANE AFRICA PROJECTS,HEAVY DUTY,GRN,1,1.0,1.0,,
227196,KASIMOVEMENTS PROJECT AND CONSTRUCTION,HEAVY DUTY,GRN,1,4.0,4.0,,
227196,RMBK (PTY) LTD,HEAVY DUTY,GRN,1,1.0,1.0,,
227196,SUNDAY KIT UNIFORM SUPPLIES CC,HEAVY DUTY,GRN,1,380.0,380.0,,
233874,VSL GENERAL TRADING,MEDICAL TAPS COBRA,GRN,1,8.0,8.0,,
234376,BRILLIANT SAFES AND LOCKSMITHS CC,OPEN,GRN,1,1.0,1.0,,
234775,ARNOLD & WESSELS CC,FLAT SHEET 0925X1800X.50,GRN,1,350.0,350.0,,
235478,RULAGANYANG TRADING ENTERPRISE,DEMOLISHING,GRN,1,1.0,1.0,,
235662,RONMAR OFFICE EQUIPMENT,TONER,GRN,1,6.0,6.0,,
236382,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,90MM UPVC INTERGRAL SOCKET,GRN,1,50.0,50.0,,
236403,HENOWS PROJECTS (PTY) LTD,ADAPTORS 75MM  UPVC PVC-AC,GRN,1,300.0,300.0,,
236465,WALTONS (PTY) LTD,NOTEBOOK,GRN,1,10.0,10.0,,
236491,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,ADAPTORS FLANGED 300 MM,GRN,1,6.0,6.0,,
237094,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,50MM C/I VALVES SOCKETED,GRN,1,10.0,10.0,,
237196,CALDAH TRADING ENTERPRISE (PTY) LTD,15mm x 1200m stand pipe,GRN,1,20.0,20.0,,
237197,CALDAH TRADING ENTERPRISE (PTY) LTD,20mm x 1200m stand pipe,GRN,1,20.0,20.0,,
237198,CALDAH TRADING ENTERPRISE (PTY) LTD,25mm x 1200 stand pipe,GRN,1,10.0,10.0,,
237199,CALDAH TRADING ENTERPRISE (PTY) LTD,32mmm x 1200m stand pipe,GRN,1,5.0,5.0,,
237200,CALDAH TRADING ENTERPRISE (PTY) LTD,50mm x 1200m stand pipe,GRN,1,5.0,5.0,,
237213,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,75MM C/I VALVES SOCKETED,GRN,1,30.0,30.0,,
237213,RATANANG SUPPLIERS AND PROJECTS CC,75MM C/I VALVES SOCKETED,GRN,1,50.0,50.0,,
237220,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,50mm upvc pipe,GRN,1,100.0,100.0,,
237221,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,75MM UPVC PIPES CLASS 9,GRN,1,100.0,100.0,,
233769,TENACIOUS INNOVATORS,HP2612A,GRN,1,2.0,2.0,,
232561,@ OFFICE WORLD,LINK 750X800 VALUE LINE MELAMI,GRN,1,1.0,1.0,,
231842,DRAWING & OFFICE EQUIPMENT,SCISSOR 170MM OFFICE,GRN,1,1.0,1.0,,
229585,PJ SEBOTHE ENTERPRISE,SUPPLY,GRN,1,1.0,1.0,,
227485,RHUONE PROJECTS AND PLANT HIRE,REPAIR,GRN,1,1.0,1.0,,
227493,UMQHELE MBOMA (PTY) LTD,SUPPLY;SERVICE & REPAIRS KEY L,GRN,1,1.0,1.0,,
227649,WALTONS (PTY) LTD,PHILLIPS DIGITAL VOICE RECORDE,GRN,1,1.0,1.0,,
227774,LESEGO DIUTLWILENG TRADING ENTERPRISE (PTY) LTD,CULTURAL,GRN,1,1.0,1.0,,
227774,PONTSHO RUEBEN HOLDINGS (PTY) LTD,CULTURAL,GRN,1,1.0,1.0,,
227808,LPM BUSINESS ENTERPRISE (PTY) LTD,REXEL,GRN,1,1.0,1.0,,
228005,TENACIOUS INNOVATORS,BRANDED GAZEBOS,GRN,1,1.0,1.0,,
229099,KHUWAIT GROUP OF COMPANIES,REFUSE,GRN,1,1.0,1.0,,
229852,ELECTRICIVIL TRADING (PTY) LTD,INSTALL  4 ELECTRIC VALVES &WI,GRN,1,157.0,157.0,,
231725,REATLIGILEOWARONA PROJECTS,INSTALLATION,GRN,1,1.0,1.0,,
230030,MZWANTZI TRADING ENTERPRISE,PILOT ACROBALL BALLPEN FINE,GRN,1,6.0,6.0,,
230079,GAMES & PC SOUND CC,CONNECTING,GRN,1,1.0,1.0,,
230495,ELEGANT LINE TRADING 785 CC,REPLACE,GRN,1,15.0,15.0,,
230553,TEFELLO HOLDINGS (PTY) LTD,ELECTRODES 2.5 MM VITAMAX,GRN,1,350.0,350.0,,
230561,AMOSCHOCHE ENTERPRISE (PTY) LTD,ELECTRODES 3.15 MM VITAMAX,GRN,1,350.0,350.0,,
230595,E.K. CONSTRUCTION AND ALL GENERAL TRADING,HIRE,GRN,1,8.0,8.0,,
230866,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,HIRE OF GRADER FOR 15DAYS,GRN,1,1.0,1.0,,
231044,UMQHELE MBOMA (PTY) LTD,REFURBISH,GRN,1,1.0,1.0,,
210322,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,TAPE NR 23 24MMX9M 3M SCOTCH,GRN,1,500.0,500.0,,
210293,LIGHT LESEDI TRADING ENTERPRISE (PTY) LTD,POLES,GRN,1,10.0,10.0,,
210285,LIGHT LESEDI TRADING ENTERPRISE (PTY) LTD,POLES 11 METERS,GRN,1,50.0,50.0,,
201530,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,BREAKERS 80A SF1-G3 CURVE2 S/P,GRN,1,96.0,96.0,,
201553,MERCYCON CONSTRUCTION AND PROJECTS CC,BREAKERS SF3G3 60A CURVE 1 ORA,GRN,1,120.0,120.0,,
201553,TENACIOUS INNOVATORS,BREAKERS SF3G3 60A CURVE 1 ORA,GRN,1,20.0,20.0,,
201561,DTTM TRADING AND PROJECTS (PTY) LTD,BREAKERS SF3G3 80A CURVEI ORAN,GRN,1,30.0,30.0,,
201561,MERCYCON CONSTRUCTION AND PROJECTS CC,BREAKERS SF3G3 80A CURVEI ORAN,GRN,1,80.0,80.0,,
201561,TENACIOUS INNOVATORS,BREAKERS SF3G3 80A CURVEI ORAN,GRN,1,20.0,20.0,,
201588,MERCYCON CONSTRUCTION AND PROJECTS CC,BREAKERS SF3G3 60A WHITE,GRN,1,120.0,120.0,,
201588,TENACIOUS INNOVATORS,BREAKERS SF3G3 60A WHITE,GRN,1,20.0,20.0,,
201596,DTTM TRADING AND PROJECTS (PTY) LTD,BREAKERS SF3G3 80A WHITE,GRN,1,30.0,30.0,,
201596,MERCYCON CONSTRUCTION AND PROJECTS CC,BREAKERS SF3G3 80A WHITE,GRN,1,80.0,80.0,,
201596,TENACIOUS INNOVATORS,BREAKERS SF3G3 80A WHITE,GRN,1,20.0,20.0,,
201618,MERCYCON CONSTRUCTION AND PROJECTS CC,BREAKERS SF3G3 45A CURVE 1 ORA,GRN,1,80.0,80.0,,
201626,TENACIOUS INNOVATORS,BREAKERS SF3G3 45A WHITE,GRN,1,40.0,40.0,,
201643,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,REFUSE BAG,GRN,1,200000.0,200000.0,,
201643,MTHATOS TRADING AND PROJECTS (PTY) LTD,REFUSE BAG,GRN,1,100000.0,100000.0,,
201677,MERCYCON CONSTRUCTION AND PROJECTS CC,BREAKERS 100A CURVE 2 WHITE,GRN,1,300.0,300.0,,
201766,LAMORSHCA TRADING (PTY) LTD,CHOKES 125W M.V.,GRN,1,70.0,70.0,,
201766,TLATLAMACHOLLO 78 AND EVENTS (PTY) LTD,CHOKES 125W M.V.,GRN,1,250.0,250.0,,
201767,BOKA-IPELO GEUST HOUSE,CHOKES PARMER SQUARE 125W M/V,GRN,1,300.0,300.0,,
201804,TLATLAMACHOLLO 78 AND EVENTS (PTY) LTD,CHOKES 250W M.V.,GRN,1,250.0,250.0,,
201530,HENOWS PROJECTS (PTY) LTD,BREAKERS 80A SF1-G3 CURVE2 S/P,GRN,1,300.0,300.0,,
201529,HENOWS PROJECTS (PTY) LTD,BREAKERS 80A CUR.1 ORANGE,GRN,1,300.0,300.0,,
201189,LEUNGO LA GAGO (PTY) LTD,BREAKERS 20 AMP,GRN,1,120.0,120.0,,
201529,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,BREAKERS 80A CUR.1 ORANGE,GRN,1,96.0,96.0,,
201324,LEUNGO LA GAGO (PTY) LTD,BREAKERS 35 AMP,GRN,1,120.0,120.0,,
201375,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,BREAKERS 63 AMP CURVE 1 ORANGE,GRN,1,216.0,216.0,,
201375,HENOWS PROJECTS (PTY) LTD,BREAKERS 63 AMP CURVE 1 ORANGE,GRN,1,600.0,600.0,,
201375,RE A KGONA CATERING AND SUPPLY (PTY)LTD,BREAKERS 63 AMP CURVE 1 ORANGE,GRN,1,120.0,120.0,,
201375,TD MONARE HOLDINGS,BREAKERS 63 AMP CURVE 1 ORANGE,GRN,1,600.0,600.0,,
201376,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,BREAKERS 63 A SF1-G3 CURVE2S/P,GRN,1,216.0,216.0,,
201376,HENOWS PROJECTS (PTY) LTD,BREAKERS 63 A SF1-G3 CURVE2S/P,GRN,1,600.0,600.0,,
201376,LEUNGO LA GAGO (PTY) LTD,BREAKERS 63 A SF1-G3 CURVE2S/P,GRN,1,120.0,120.0,,
201376,TD MONARE HOLDINGS,BREAKERS 63 A SF1-G3 CURVE2S/P,GRN,1,600.0,600.0,,
201404,@ OFFICE WORLD,SILVELINE,GRN,1,4.0,4.0,,
201405,LEUNGO LA GAGO (PTY) LTD,BREAKERS 45 AMP,GRN,1,120.0,120.0,,
201409,MALATSI A TSHEPO TRADING AND PROJECTS,100 amp tripple pole c/b qf3 w,GRN,1,80.0,80.0,,
201409,REGONE TRADERS (PTY)LTD,100 amp tripple pole c/b qf3 w,GRN,1,30.0,30.0,,
201413,LISEBO HOLDING,BREAKERS TRIP.POLE 150A 25KA,GRN,1,80.0,80.0,,
201413,REGONE TRADERS (PTY)LTD,BREAKERS TRIP.POLE 150A 25KA,GRN,1,30.0,30.0,,
201421,REGONE TRADERS (PTY)LTD,BREAKERS TRIP.POLE_200A 25KA,GRN,1,30.0,30.0,,
201429,POPZITO TRADING (PTY) LTD,REPLACEMENT,GRN,1,3.0,3.0,,
201448,REGONE TRADERS (PTY)LTD,BREAKERS TRIP.POLE 250A 25KA,GRN,1,30.0,30.0,,
201449,REGONE TRADERS (PTY)LTD,315a c/breaker 35ka mce,GRN,1,30.0,30.0,,
201804,ULTRA SOLUTIONS,CHOKES 250W M.V.,GRN,1,110.0,110.0,,
201805,BOKA-IPELO GEUST HOUSE,CHOKES BEKA HPS 250W -230V,GRN,1,200.0,200.0,,
201812,BOKA-IPELO GEUST HOUSE,CHOKES AME 400 WATT,GRN,1,150.0,150.0,,
201839,BOKA-IPELO GEUST HOUSE,CHOKES 70 WATT SON,GRN,1,300.0,300.0,,
203660,BOTSITSO ENGINEERING AND PROJECTS,FITTING LED 200 WATTS,GRN,1,100.0,100.0,,
203660,INCREDIBLEWILL,FITTING LED 200 WATTS,GRN,1,150.0,150.0,,
203660,MAUPA MANAGE TRADING ENTERPRISE,FITTING LED 200 WATTS,GRN,1,70.0,70.0,,
203660,REGONE TRADERS (PTY)LTD,FITTING LED 200 WATTS,GRN,1,150.0,150.0,,
203660,SENNES GENERAL TRADING,FITTING LED 200 WATTS,GRN,1,100.0,100.0,,
203660,VARIEGATED PTY LTD,FITTING LED 200 WATTS,GRN,1,120.0,120.0,,
203661,TD MONARE HOLDINGS,FITTINGS MV HRL 44/400 WATT,GRN,1,60.0,60.0,,
203688,MOEMEDI CREATIONS (PTY) LTD,FITTINGS 70 WATTS,GRN,1,200.0,200.0,,
203725,BOTSITSO ENGINEERING AND PROJECTS,53w LED STREETLIGHT FITTING,GRN,1,120.0,120.0,,
203725,FURAHINI ENTERPRISE,53w LED STREETLIGHT FITTING,GRN,1,120.0,120.0,,
203725,INCREDIBLEWILL,53w LED STREETLIGHT FITTING,GRN,1,120.0,120.0,,
203725,LEPHENE PROJECTS (PTY)LTD,53w LED STREETLIGHT FITTING,GRN,1,120.0,120.0,,
203725,MAUPA MANAGE TRADING ENTERPRISE,53w LED STREETLIGHT FITTING,GRN,1,180.0,180.0,,
203725,MBOROMANE TRADING,53w LED STREETLIGHT FITTING,GRN,1,120.0,120.0,,
203725,NATHINTLE TRADING (PTY),53w LED STREETLIGHT FITTING,GRN,1,120.0,120.0,,
203725,NTSEKITECHNOLOGIES (PTY)  LTD,53w LED STREETLIGHT FITTING,GRN,1,120.0,120.0,,
203725,RA THE INVESTMENT (PTY) LTD,53w LED STREETLIGHT FITTING,GRN,1,120.0,120.0,,
203725,RATANANG SUPPLIERS AND PROJECTS CC,53w LED STREETLIGHT FITTING,GRN,1,120.0,120.0,,
203725,TLATLAMACHOLLO 78 AND EVENTS (PTY) LTD,53w LED STREETLIGHT FITTING,GRN,1,120.0,120.0,,
203660,BLACK BIRD TRADING 206 CC,FITTING LED 200 WATTS,GRN,1,100.0,100.0,,
203659,BOKANG KATLEGO TRADING AND PROJECTS,FITTING FLOOD LIGHTS 400W HPS,GRN,1,100.0,100.0,,
203031,PHAKAMANI TRADER,TENT,GRN,1,1.0,1.0,,
202266,TD MONARE HOLDINGS,CLAMPS LINE NO 3 70mm,GRN,1,800.0,800.0,,
201839,TLATLAMACHOLLO 78 AND EVENTS (PTY) LTD,CHOKES 70 WATT SON,GRN,1,250.0,250.0,,
202061,SHUBA MODUPI TRADING CC TA SMT,CLAMPS LINE 5/8 150mm,GRN,1,640.0,640.0,,
202061,TD MONARE HOLDINGS,CLAMPS LINE 5/8 150mm,GRN,1,500.0,500.0,,
202215,NATHINTLE TRADING (PTY),CLAMPS LINE NO 2 35mm,GRN,1,1500.0,1500.0,,
202215,SHUBA MODUPI TRADING CC TA SMT,CLAMPS LINE NO 2 35mm,GRN,1,1000.0,1000.0,,
202215,TD MONARE HOLDINGS,CLAMPS LINE NO 2 35mm,GRN,1,500.0,500.0,,
202266,NATHINTLE TRADING (PTY),CLAMPS LINE NO 3 70mm,GRN,1,2000.0,2000.0,,
202266,SHUBA MODUPI TRADING CC TA SMT,CLAMPS LINE NO 3 70mm,GRN,1,1000.0,1000.0,,
202274,BOTSITSO ENGINEERING AND PROJECTS,MAGNETIC CONTACTORS,GRN,1,500.0,500.0,,
202863,ISAKHONO AFRICA SERVICE,REMOVE;REPLACE TWO ALUM DOUBLE,GRN,1,1.0,1.0,,
202274,LEANOLELEAGO,MAGNETIC CONTACTORS,GRN,1,600.0,600.0,,
202274,TD MONARE HOLDINGS,MAGNETIC CONTACTORS,GRN,1,150.0,150.0,,
202363,BOTSITSO ENGINEERING AND PROJECTS,CONTACTORS MITSIBUSHI 5K 62A,GRN,1,300.0,300.0,,
202363,TD MONARE HOLDINGS,CONTACTORS MITSIBUSHI 5K 62A,GRN,1,60.0,60.0,,
202363,TDS SISANDA,CONTACTORS MITSIBUSHI 5K 62A,GRN,1,60.0,60.0,,
202450,GREENFORD ENGINEERING CONSTRUCTION,supply +install anti-virus,GRN,1,1.0,1.0,,
202450,RMBK (PTY) LTD,supply +install anti-virus,GRN,1,40.0,40.0,,
202762,TDS SISANDA,ELEMENTS GEYSER 2KW + 3KW,GRN,1,25.0,25.0,,
201235,LEUNGO LA GAGO (PTY) LTD,BREAKERS 25 AMP,GRN,1,120.0,120.0,,
201189,HENOWS PROJECTS (PTY) LTD,BREAKERS 20 AMP,GRN,1,300.0,300.0,,
210102,KHUWAIT GROUP OF COMPANIES,POLES STEEL 11 METERS,GRN,1,50.0,50.0,,
186258,SWAMDLHA TRADING AND PROJECTS,TIPPER TRUCK,GRN,1,4.0,4.0,,
187563,DULUX PAINT & PAPER,ROAD MARKING PAINT WHITE 20LT,GRN,1,18.0,18.0,,
187791,GAMES & PC SOUND CC,STRIP & SEAL VINYL FLOOR,GRN,1,1.0,1.0,,
187828,RONMAR OFFICE EQUIPMENT,tape p.t.f.e,GRN,1,100.0,100.0,,
187938,BOKGABANE AFRICA PROJECTS,BATTERY,GRN,1,1.0,1.0,,
187938,LEZMIN 1913 CC XPANDA N.W.,BATTERY,GRN,1,1.0,1.0,,
188186,GIZABO HOLDINGS (PTY) LTD,BOTTLE OF,GRN,1,2500.0,2500.0,,
188358,BATHO BAGAGWE IT CC,card,GRN,1,2.0,2.0,,
188358,LETSHABO DEVELOPERS (PTY) LTD,card,GRN,1,500.0,500.0,,
189089,@ OFFICE WORLD,PEDESTAL WHITE,GRN,1,1.0,1.0,,
189566,BOIKANYO BO BONTLE (PTY) LTD,BRANDED,GRN,1,453.0,453.0,,
189566,MAFONJO TRADING ENTERPRISE (PTY) LTD,BRANDED,GRN,1,120.0,120.0,,
189566,MASIBEKEKUNYE PROJECTS,BRANDED,GRN,1,500.0,500.0,,
189569,MASU F HOLDINGS (PTY) LTD,BRANDING,GRN,1,1.0,1.0,,
189625,DONGAS ENTERPRISE COOPERATION (PTY) LTD,round bar 10mmx6m,GRN,1,50.0,50.0,,
190655,GAMES & PC SOUND CC,ADAPT,GRN,1,1.0,1.0,,
190989,GAMES & PC SOUND CC,RECORDING DIVICE,GRN,1,1.0,1.0,,
191477,ELEGANT LINE TRADING 785 CC,REPAIR,GRN,1,1.0,1.0,,
192227,E.K. CONSTRUCTION AND ALL GENERAL TRADING,DRAIN WORM 64MM DBL H/D,GRN,1,1.0,1.0,,
192426,REMMOGO RETLOTLEGEILE HOLDINGS AND TRADINGS(PTY)LT,SPEAKERS,GRN,1,20.0,20.0,,
186258,T.J.T.K. TRADING ENTERPRISE,TIPPER TRUCK,GRN,1,4.0,4.0,,
186258,SE-SIFIKILE CONSTRUCTION & PROJECTS,TIPPER TRUCK,GRN,1,90.0,90.0,,
201189,DTTM TRADING AND PROJECTS (PTY) LTD,BREAKERS 20 AMP,GRN,1,480.0,480.0,,
186258,PICK UP TRADING AND PROJECTS,TIPPER TRUCK,GRN,1,90.0,90.0,,
183420,RAYPOWER TRADING PTY LTD,marker,GRN,1,1000.0,1000.0,,
183465,DRAWING & OFFICE EQUIPMENT,KEY TAG PLASTIC-EACH,GRN,1,140.0,140.0,,
183691,@ OFFICE WORLD,SCISSOR SABRE,GRN,1,6.0,6.0,,
183691,MZWANTZI TRADING ENTERPRISE,SCISSOR SABRE,GRN,1,10.0,10.0,,
185957,DREAMFINDER TRADING & PROJECT 115 CC,HIRING OF TRACTOR LOADER BACKH,GRN,1,8.0,8.0,,
185957,HETANI TRADING ENTERPRISE (PTY) LTD,HIRING OF TRACTOR LOADER BACKH,GRN,1,9.0,9.0,,
185957,MOREKI DISTRIBUTORS/TSEKGO PROJECTS JV,HIRING OF TRACTOR LOADER BACKH,GRN,1,300.0,300.0,,
185957,STIMER ENTLE TASH JV,HIRING OF TRACTOR LOADER BACKH,GRN,1,8.0,8.0,,
